OW0PZxoGFGSOthAmN_cSUg,-BxWyEIQ6wypT-37MzZizQ,1,31.69898
OW0PZxoGFGSOthAmN_cSUg,bs07-hLuz0dq06gIUwR5mw,2,30.715885
OW0PZxoGFGSOthAmN_cSUg,lvyavq4ujrUVMG1pbBCi4Q,3,30.149965
OW0PZxoGFGSOthAmN_cSUg,vyDW7_CHhDUJshMqaSjj0g,4,30.141052
OW0PZxoGFGSOthAmN_cSUg,DMyoxEaTGTakZxWgh1D5bw,5,30.120628
OW0PZxoGFGSOthAmN_cSUg,p9v9Sl2g_ibaajWvO0NjkQ,6,29.424099
OW0PZxoGFGSOthAmN_cSUg,-Ht7HiGBox8lS1Y8IPjO8g,7,29.398336
OW0PZxoGFGSOthAmN_cSUg,pjpUOlJLlkIxBZ5BquA2PA,8,29.20176
OW0PZxoGFGSOthAmN_cSUg,5Ktv5ZmJI0CN4L0KxDWJvw,9,29.129576
OW0PZxoGFGSOthAmN_cSUg,VEe-_Yc1fbEtUjkACEjLpA,10,29.127747
OW0PZxoGFGSOthAmN_cSUg,l8k4gOEkfoLKq0mPVWHWGg,11,29.117432
OW0PZxoGFGSOthAmN_cSUg,mDiFWhywAziq9SKnj6am_Q,12,28.697721
OW0PZxoGFGSOthAmN_cSUg,wxzG81ZyWpBje_mU4aFLaw,13,28.401518
OW0PZxoGFGSOthAmN_cSUg,Ap17p-tA4Ipzy1s35DfCfg,14,28.23737
OW0PZxoGFGSOthAmN_cSUg,4p6Wce7Ed707QS2-yQkvZw,15,28.18757
OW0PZxoGFGSOthAmN_cSUg,fP8JqPAVh9MQ2OIlfvsKnw,16,27.994179
OW0PZxoGFGSOthAmN_cSUg,VbuqVOVUT4HYXKI6B_S59A,17,27.790878
OW0PZxoGFGSOthAmN_cSUg,ToFm2DhhTdr0Kv0A7Sdj6g,18,27.558205
OW0PZxoGFGSOthAmN_cSUg,8ciT6qjI18x9EPtOb-gqYQ,19,27.499779
OW0PZxoGFGSOthAmN_cSUg,XMMLRvV4IMxIGyc4H37LxA,20,27.285978
OW0PZxoGFGSOthAmN_cSUg,0Ryxx6uSpt4TOKYVGBekLQ,21,26.794722
OW0PZxoGFGSOthAmN_cSUg,pTZ4u-sEQr-yHq2Cl4EMEw,22,26.728872
OW0PZxoGFGSOthAmN_cSUg,9a3DrZvpYxVs3k_qwlCNSw,23,26.6833
OW0PZxoGFGSOthAmN_cSUg,FirWX-Ep5203TsdiGgShKg,24,26.532518
OW0PZxoGFGSOthAmN_cSUg,tcT3oHh_dwi_FYhozw3Ibw,25,26.493614
zFp22UYxTFPmyFDjkSy7FQ,a4L-Fy0agN3RNM7O49bIHA,1,37.037773
zFp22UYxTFPmyFDjkSy7FQ,uTCOEqjuVAXUOzti5TWj2Q,2,35.607445
zFp22UYxTFPmyFDjkSy7FQ,l-Cu_WkJt5R1v71ecYeqsA,3,30.885288
zFp22UYxTFPmyFDjkSy7FQ,mUVAMNN7BCQ9HGA9w_7C1g,4,30.040089
zFp22UYxTFPmyFDjkSy7FQ,ElWzx5_fU8S2G45OnM-HpA,5,29.93146
zFp22UYxTFPmyFDjkSy7FQ,tFcmrGLZNEymSnijoTPmqw,6,29.60678
zFp22UYxTFPmyFDjkSy7FQ,5Ktv5ZmJI0CN4L0KxDWJvw,7,28.677586
zFp22UYxTFPmyFDjkSy7FQ,DMyoxEaTGTakZxWgh1D5bw,8,28.367483
zFp22UYxTFPmyFDjkSy7FQ,pTZ4u-sEQr-yHq2Cl4EMEw,9,27.454575
zFp22UYxTFPmyFDjkSy7FQ,P2GBKrx7dJg3xeGtuU2K-A,10,27.380192
zFp22UYxTFPmyFDjkSy7FQ,u6biYZCSOwyQ-WmXqQbbQA,11,27.279951
zFp22UYxTFPmyFDjkSy7FQ,N5B7OBTyNGgwU_Y2fwNcyw,12,27.037186
zFp22UYxTFPmyFDjkSy7FQ,gHutuGMMMH-5Qv9DbemLFw,13,26.907772
zFp22UYxTFPmyFDjkSy7FQ,siXCBrVFOXicbM2R-33-8w,14,26.885138
zFp22UYxTFPmyFDjkSy7FQ,a3mJdNVP-ve3l3z9LRJXQQ,15,26.673113
zFp22UYxTFPmyFDjkSy7FQ,spnbqpkQsY79i5dL5qiRUg,16,26.136467
zFp22UYxTFPmyFDjkSy7FQ,vYeSTLvRuTuWoZV6tmvAxw,17,26.069807
