8m9q7KT9Bgw6qMjHBMb4YA,_6mvQX9x66oz046eS5ii8w,5.0
TQSLNRAtiXj1zyLZ3OAVrw,-oOKqZbYDt08zaWWyLZNIw,4.0
9pNcdrQLWWrX0vEGGJlEbg,ibf4xvHWD4t1DOOZhidHBg,1.0
GoARWqayYXgYsW1cKTi4Mg,uTCOEqjuVAXUOzti5TWj2Q,2.0
AbVdT3VAgGKhaH7XTi8iew,7eQoxWr9RzyCB9IFvqHUPA,3.0
03a88lU2W4JP_k5H0DGv8A,_c3ixq9jYKxhLUB0czi0ug,5.0
Hw8mxfICqErjwIVsC5rXUw,qQCsLGMncJp1xWUGnOKCQA,5.0
SCYd8BnpdTCoGIFUIw_SWA,Xg5qEQiB-7L6kGJ5F4K3bQ,5.0
BgLK2ouHoQHeU_d9pHb8lg,UqhVZYUeoBGroYpZB-9jlQ,3.0
kbfpED-6FURIsNlsAXqc2g,S-oLPRdhlyL5HAknBKTUcQ,3.0
4RASyCC4LyP6ygP2Dts5FA,MVg8_dWzoCtGjBvWCatjjQ,3.0
iDlkZO2iILS8Jwfdy7DP9A,uTCOEqjuVAXUOzti5TWj2Q,4.0
MwWO6axFPTCXqN0DAfUhIQ,9vub2LM7Djy8P-LPumcLXA,5.0
22dqLO1If5t3j06a2gd7lA,S-oLPRdhlyL5HAknBKTUcQ,4.0
JAs3HUu6w13nOXTp2ofkxA,hhhHgSaSl6GLtuDoDrMUZQ,2.0
_fGju43E8HBbNbvRwT0JfQ,24Td_CQH1bonWKff1rt2vg,5.0
OQBMu7x0V4Oz3iFv3x0i5Q,S-oLPRdhlyL5HAknBKTUcQ,4.0
pwQ8E-hbDUJe3qtKt_IBBg,qQCsLGMncJp1xWUGnOKCQA,4.0
F3B0UEWvx6Yj2FSdzj5g_Q,pCWg4B0R5gauQR4SJ9VDmw,5.0
KxGeqg5ccByhaZfQRI4Nnw,URa75T-A1QvjMUFNIPyukQ,5.0
TfKRp73rhUhkcLL7sizjYg,qQCsLGMncJp1xWUGnOKCQA,5.0
3UiW_76DLpz9qQ9PTdHR7w,Ktia9NJfvxVxTLVcEnw9zQ,4.0
y0eMLg02lCzxu6q6Cacw7Q,fbQaKW0Lte0JQ_opbnjdKg,5.0
YpGt3hdq5adPlEFn9fQ2Zw,f30-DOoIxvoV9btiDvKMTw,4.0
dPyoiUYkHngAkns1gzzhFA,iE71iwcSljg3xm2GB2Y9aA,5.0
diYbASjeqV4CxkoyeBeBGw,cMoAyO10kXgzNEGSnUUjCA,5.0
SqDu5Ydi4hpIxeuE33j23A,f30-DOoIxvoV9btiDvKMTw,4.0
LPVSaUBvnSavuv_dgzrRSA,oFHvr1cAktvU-bQgrl4aPw,4.0
QTNMJ8unxkk8XT4Tl4a68g,cMoAyO10kXgzNEGSnUUjCA,5.0
N-WO-n6-AyVzdROSzhx5rA,hI_WID6sP7EOgPeFFJPPwQ,4.0
ByNfFYaW544SRchjvAHscw,fbQaKW0Lte0JQ_opbnjdKg,5.0
kjeX2RXvW7RhBbD2QLd5jA,F6Xyqyoi_RCTc3mf00ip2Q,1.0
Pj9YpaP0T7A_5S_PT8IpNg,yb7ZtgMWSZboG_sSUx9g2A,5.0
BeMrTqigcLyK6LnVj5pugw,_c3ixq9jYKxhLUB0czi0ug,4.0
d_TBs6J3twMy9GChqUEXkg,dnBQZpWTyJzTe0QJf7YK5w,3.0
