OW0PZxoGFGSOthAmN_cSUg,-Ht7HiGBox8lS1Y8IPjO8g,1,31.726484
OW0PZxoGFGSOthAmN_cSUg,yNPh5SO-7wr8HPpVCDPbXQ,2,31.310795
OW0PZxoGFGSOthAmN_cSUg,2skQeu3C36VCiB653MIfrw,3,31.193192
OW0PZxoGFGSOthAmN_cSUg,ukCTLs6T8LY1eUBXiAlmCg,4,31.177069
OW0PZxoGFGSOthAmN_cSUg,9GPWnFfwL3teZFax-CPD_A,5,30.225195
OW0PZxoGFGSOthAmN_cSUg,p9v9Sl2g_ibaajWvO0NjkQ,6,30.194492
OW0PZxoGFGSOthAmN_cSUg,bs07-hLuz0dq06gIUwR5mw,7,30.078346
OW0PZxoGFGSOthAmN_cSUg,VEe-_Yc1fbEtUjkACEjLpA,8,30.045954
OW0PZxoGFGSOthAmN_cSUg,J5ebC7fKqrSF8KuS8d6hgw,9,30.022457
OW0PZxoGFGSOthAmN_cSUg,qzPTUBluPVzpWTqqTLGwjQ,10,29.90476
zFp22UYxTFPmyFDjkSy7FQ,GqWBT6OcQ9FXTyQ3eegpZg,1,32.760323
zFp22UYxTFPmyFDjkSy7FQ,9GPWnFfwL3teZFax-CPD_A,2,32.06407
zFp22UYxTFPmyFDjkSy7FQ,YBIhTjmEH3IEZW4Dr5ReRA,3,31.7401
zFp22UYxTFPmyFDjkSy7FQ,1CqDdPrrb0xvQpgu7fhI5w,4,31.406523
zFp22UYxTFPmyFDjkSy7FQ,h7As2jB8bhfFxCMCvdssWA,5,31.21314
zFp22UYxTFPmyFDjkSy7FQ,J5ebC7fKqrSF8KuS8d6hgw,6,31.10018
zFp22UYxTFPmyFDjkSy7FQ,LR_99E7tVUfxqemvcGkDzw,7,30.873901
zFp22UYxTFPmyFDjkSy7FQ,in3zjiaLpNzr9G3K35gAJQ,8,30.832914
zFp22UYxTFPmyFDjkSy7FQ,NUT7tou1Uvjh0GB4I41Qig,9,30.749594
zFp22UYxTFPmyFDjkSy7FQ,-Ht7HiGBox8lS1Y8IPjO8g,10,30.692629
ayoslNT7RdE-LyzS-fJVFA,h7As2jB8bhfFxCMCvdssWA,1,31.676483
ayoslNT7RdE-LyzS-fJVFA,D3tXmFzqLD3mGzYnp5vp7w,2,31.324333
ayoslNT7RdE-LyzS-fJVFA,9GPWnFfwL3teZFax-CPD_A,3,31.231394
ayoslNT7RdE-LyzS-fJVFA,yNPh5SO-7wr8HPpVCDPbXQ,4,31.190434
ayoslNT7RdE-LyzS-fJVFA,3C5Z9homtzkWHouH2BHXYQ,5,30.963264
ayoslNT7RdE-LyzS-fJVFA,p9v9Sl2g_ibaajWvO0NjkQ,6,30.953081
ayoslNT7RdE-LyzS-fJVFA,HEOhtDZgK0CFhwR9shDU_g,7,30.833445
